"id","song","artist","tonality","capo","chords"
1068195,Happy Birthday,Misc Traditional,A,0,"A,E,A7,D,A,E,E,A,A7,D,A,E,A"
1068298,Summer Paradise,Simple Plan,"",0,"D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,Bm,G,D,A,Bm,G,F#7,G,D,A,Bm,A,G,D,A,G,D,A,Bm,A,G,A,G,D,A,A,G,D,A,D,A,Bm,G,D,A,Bm,G,D,A,Bm,F#7,G,D,A,Bm,A,G,D,A,G,D,A,Bm,A,G,A,G,D,A,A,G,D,A,D,A,Bm,G,D,A,Bm,G,Bm,G,D,A,Bm,G,F#7,G,D,A,Bm,A,G,D,A,G,D,A,Bm,A,G,A,G,D,A,Bm,A,G,D,A,G,D,A,Bm,A,G,A,G,D,A,A,G,D,A,G"
1070127,Love You Like A Love Song,Selena Gomez & The Scene,"",4,"Am,Dm,G,Cmaj7,F,Dm,E,Am,Dm,G,Cmaj7,F,Dm,E,E,Am,Dm,G,Cmaj7,F,Dm,E,Am,Am,Dm,G,Cmaj7,F,Dm,E,Am,Am,Dm,G,Cmaj7,F,Dm,E,Am,Dm,G,Cmaj7,F,Dm,E,Am,Dm,G,Cmaj7,F,Dm,E,Am,Am,Dm,G,Cmaj7,F,Dm,E,Am,F,Cmaj7,G,Am,F,Dm,E,E,Am,Am,Dm,G,Cmaj7,F,Dm,E,Am,Am,Dm,G,Cmaj7,F,Dm,E,Am"
1070522,Stereo Hearts,Gym Class Heroes,"",0,"F#m,D,A,E7,F#m,D,A,E7,F#m,D,A,E7,F#m,D,A,E7,F#m,D,A,E7,Fm,F#m,D,A,E7,F#m,D,A,E7,Fm,F#m,D,A,E7,A,E7,F#m,D,E7,F#m,D,A,E7,Fm,F#m,D,A,E7,F#m,D,A,E7,Fm,F#m,D,A,E7,A,E7,F#m,D,E7,F#m,D,A,D,A,E7,F#m,D,A,D,A,E7,F#m,D,A,E7,Fm,F#m,D,A,E7,F#m,D,A,E7,Fm,F#m,D,A,E7,A,E7,F#m,D,E7,A"
1071862,Cough Syrup,Young the Giant,"",2,"C,G,F,G,C,G,F,G,Am,G,F,Am,G,F,Am,G,C,G,F,G,C,G,F,G,Am,G,F,Am,G,Am,G,F,Am,G,C,G,F,G,C,G,F,G,Am,G,F,Am,G,Am,G,F,Am,G,C,G,F,G"
1071907,Love The Way You Lie,Skylar Grey,"",3,"Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,G,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D"
1071977,With Or Without You,U2,"",7,"G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C"
1072356,Best Thing I Never Had,Beyoncé,"",4,"D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D"
1072471,Januari,Glenn Fredly,D,0,"F,G,Am,F,G,F,G,Am,F,G,Am,F,G,Am,C,F,F,G,Am,F,G,Am,F,G,Am,C,G,Em,F,C,Am,G,Em,F,Em,Dm,G,C,Am,G,Em,F,Dm,G,C,Ab,Ab,Eb,Db,Cm,Ab,Gb,Fm,E/G#,Ab/Bb,Bb7,Eb,Dm7b5,G7,Cm,Bbm,Gm,Ab,Gm,Fm,Bb,Eb,Dm7b5,G7,Cm,Bbm,Gm,Ab,Gm,Fm,Bb,Eb,G7,Bdim,Cm,Bbm,Gm,Ab,Gm,Fm,Bb7,Eb/Bb,Cm,Bb,Ab,Gm,Fm,Gm,Ab,Bb,Eb,Eb,Dm7b5,Cm,Bb,Ab,Bb,Eb"
1072573,Not Over You,Gavin DeGraw,"",1,"A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,D,A,D,F#m,E,D,A,D,F#m,E,D,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,D,A,D,F#m,E,D,A,D,F#m,E,D,F#m,E,F#m,E,A,D,F#m,E,A,D,F#m,E,A,D,F#m,E,A,D,F#m,E,D,A,D,F#m,E,D,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E,A,Bm,F#m,E"
1072603,Dream A Little Dream Of Me,The Mamas & The Papas,C,0,"G,Am,C,Gbdim,Ab13,G13,C,Gbdim7,Ab13,G13,C,B7,Bb7,A7,A7b9,F,Fm,C,Ab13,G,C,Gbdim7,Ab13,G13,C,B7,Bb7,A7,A7b9,F,Fm,C,Ab7,G7,C,E7,A,F#m7,Bm7,E7,A,F#m7,Bm7,E7,A,F#m7,Bm7,E7,A,F#m7,Ab7,G13,C,Gbdim7,Ab13,G13,C,B7,Bb7,A7,A7b9,F,Fm,C,Ab7,G7,C,C,Gbdim7,Ab13,G13,C,B7,Bb7,A7,A7b9,F,Fm,C,Ab7,G7,C,A,F#m7,Bm7,E7,A,F#m7,Bm7,E7,A,F#m7,Bm7,E7,A,F#m7,Ab13,G13,C,Gbdim7,Ab13,G13,C,B7,Bb7,A7,A7b9,F,Fm,C,Ab7,G7,C,Gbdim7,Ab7,G7,C,Gbdim7,Ab7,G7,C,Gbdim7,Ab7,G7,C,Gbdim7,Ab7,G7,C,Gbdim7,Ab7,G7"
1073549,Hopeless Wanderer,Mumford & Sons,"",3,"G,G,G,G,D/F#,Am,Am,Em,D,C,C,G,D,Am,Em,D,C,G,D,Am,Em,D,G,G,D/F#,Am,Em,D,C,G,D/F#,Am,Em,D,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,Em,Em,Em,Em,Em,C,Em,D,Em,Em,C,Em,D,G,G,G,D/F#,Am,Am,Em,D,C,C,G,D/F#,Am,Em,D,C,G,D/F#,Am,Em,D,G,G,D/F#,Am,Em,D,C,G,D/F#,Am,Em,D,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,Em,Em,Em,C,Em,D,Em,Em,Em,Em,C,Em,D,Em,Em,C,Em,D,Em,Em,C,Em,D,Em,Em,C,Em,D,G,G,C,Em,D,G,C,G,D,Em,D,C,C,G,G,G,G,G"
1074594,Moves Like Jagger,Maroon 5,Bm,7,"Em,G,D,Em,G,D,C,Em,G,D,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C"
1074608,Skyscraper,Demi Lovato,"",0,"G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Am,C,Em,G,Am,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G"
1074694,The Lion Sleeps Tonight,The Tokens,"",3,"D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A,D,G,D,A"
1074764,Skyscraper,Demi Lovato,G,0,"G,C,Em,D,Am,G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Em,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,Am,C,G,D,Am,C,G,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,C,G,C,Em,D"
1075125,Here Comes Your Man,Pixies,D,0,"D7#9,G,A,D,G,A,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,Bm,G,A,D,G,A,D,G,A,D,G,A,D,D,A,Em,G,D,A,Em,G,D,A,Em,G,Bm,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,D,A,Em,G,D,A,Em,G,D,A,Em,G,Bm,G,A,D,D,G,A,G,A,D,G,A,D,G,A,D,G,A,D"
1076668,"10000 Reasons Bless The Lord",Matt Redman,G,0,"C,G,D/F#,Em,C,G,Dsus4,D,C,G,D/F#,Em,C,G,Dsus4,D,C,Em,C,D,Em,C,D,G,C,G,D,Em,C,G,D,Em,C,G,D,Em,C2,G,Dsus4,D,G,Gsus4,G,C,G,D/F#,Em,C,G,Dsus4,D,C,Em,C,D,Em,C,D,G,C,G,D,Em,C,G,D,Em,C,G,D,Em,C2,G,Dsus4,D,G,Gsus4,G,C,G,D/F#,Em,C,G,Dsus4,D,C,Em,C,D,Em,C,D,G,C,G,D,Em,C,G,D,Em,C,G,D,Em,C2,G,Dsus4,D,G,Gsus4,G,C,G,D/F#,Em,C,G,Dsus4,D,C,Em,C,D,Em,C,D,G,C,D,Em,C,D,G"
1077012,Boots Of Spanish Leather,Bob Dylan,"",1,"G,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G,Em,C,G,Em,D/F#,G"
1077233,Emptiness - Tune Mere Jana,Gajendra Verma,"",0,"G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D,G,Bm,C,D"
1078500,One Day,Matisyahu,"",5,"G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C"
1079862,Put Your Records On,Corinne Bailey Rae,A,2,"G,A7,G,G,A7,G,Em7,B7/D#,Em7,A9,Cmaj7,Cmmaj7,G,G,G,G,Cmaj7,Cmmaj7,G,G,A7,G,G,A7,G,Em7,B7/D#,Em7,A9,Cmaj7,Cmmaj7,G,G,G,G,Cmaj7,Cmmaj7,G,Am7,Em,Am7,Cmaj7,Am7,Cmaj7,G,G,G,G,G,G,G,G,Cmaj7,Cmmaj7,G"
1080047,Nothings Gonna Change My Love For You,George Benson,"",1,"C,Am,Fmaj7,Dm,G,C,Am,Fmaj7,Dm,E,Fmaj7,Bb,Fmaj7,Dm7,C,F,G,C,Fmaj7,G,E7,Am,D,F,G,C,Fmaj7,G,E7,Am,D,F,C,C,Am,Fmaj7,Dm,G,C,Am,Fmaj7,Dm,E,Fmaj7,Bb,Fmaj7,Dm7,C,F,G,C,Fmaj7,G,E7,Am,D,F,G,C,Fmaj7,G,E7,Am,D,F,Ab,Db,Gbmaj7,Ab,F7,Bbm,Eb7,Gb,Ab,E,A,B,G#,C#m,F#m,G#sus4,G#7,Db,Gbmaj7,Ab,F7,Bbm,Eb7,Gb,Ab7,Db,Gbmaj7,Ab,F7,Bbm,Eb7,Gb,Ab,Db,Gbmaj7,Ab,F7,Bbm,Eb7,Gb,Ab7,Db"
1080819,Put Your Head On My Shoulder,Paul Anka,"",0,"G,Em,Am,D,G,C,G,C,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,C,G,C,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,C,G,G7,D,G,D,G,F#7,Bm,A7,D,D7,C,G,Em,Am,D,G,Em,Am,D,G,Em,Am,D,G,G#,C,A#m,D#,G#,Fm,A#m,D#,G#,Fm,A#m,D#,G#,Fm,A#m,D#,G#maj7,G,Em,Am,D,C,G7,F#7,Bm,A7,D7,G#,Fm,A#m,D#,G#maj7"
1080834,Oops I Did It Again,Britney Spears,"",4,"Am,E,Am,G,C,G,C,G,Am,E,Am,G,C,G,E,Am,E,C,G,E,Am,E,Am,G,C,G,C,Am,E,Am,G,C,E,G,Am,E,Am,G,C,E,Am,Am,E,Am,G,C,G,E,Am,E,C,G,E,Am,E,Am,G,C,G,C,Am,E,Am,G,C,E,G"
1081387,Springsteen,Eric Church,"",0,"D,G,D,D,G,Bm,Asus2,D,D,G,Bm,Asus2,D,D,G,Bm,Asus2,D,D,G,Bm,Asus2,D,Asus2,Bm,G,Bm,Asus2,D,G,D,Em,D,G,D,D,G,Bm,Asus2,D,G,Bm,Asus2,D,D,G,Bm,Asus2,D,D,G,Bm,Asus2,D,Asus2,Bm,G,Bm,Asus2,D,G,D,Em,D,G,D,G,Bm,Asus2,D,Asus2,Bm,G,D,Em,A,G,G,G"
1081645,Too Close,Alex Clare,"",0,"Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm,D,Em,G,F#,Bm"
1081745,One,U2,Am,0,"Am,D,F,G,Am,D,F,G,Am,D,F,G,C,Am,F,C,C,Am,F,C,Am,D,F,G,Am,D,F,G,Am,D,F,G,C,Am,F,C,C,Am,F,C,Am,D,F,G,Am,D,F,G,Am,D,F,G,C,Am,F,C,C,Am,F,C,C,Am,C,Am,C,G,G,F,F,C,C,Am,F,C,C,Am,F,C,C,Am,F,C,C,Am,F,C,C,Am,F,C"
1082109,In My Place,Coldplay,A,0,"A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,D,A,E,D,A,E,D,A,E,D,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,D,A,E,D,A,E,D,A,E,D,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,A,F#m,C#m,E,A"
1082154,I Wont Let You Go,James Morrison,"",0,"C,C,Am,F,C,C,Am,F,C,C,Am,F,G,C,C,Am,F,C,C,Am,F,C,C,Am,F,G,C,C,Am,F,G,C,Am,C,F,G,C,F,G,Am,C,F,C,C,Am,F,G,C,C,Am,F,G,C,C,C,C,F,C,C"
1082477,Beautiful Girls,Sean Kingston,A,2,"G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C,D,G,G,Em,C"
1082501,The A Team,Ed Sheeran,A,2,"G,G,D/F#,Em,C,G,G,D/F#,Em,C,G,G,D/F#,Em,C,G,Am,C,G,D/F#,Am,C,G,D/F#,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,G,D/F#,Em,C,G,G,D/F#,Em,C,G,Am,C,G,D/F#,Am,C,G,D/F#,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Am,Am,C,Em,G,Am,C,Em,C,G,Em,C,G,Am,C,G,D/F#,Am,C,G,D/F#,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,D/F#,G"
1082529,Landfill,Daughter,Bm,2,"Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,C,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G"
1082569,Dum Maaro Dum - Jiyein Kyun,Misc Soundtrack,"",0,"E,G#m,C#m,G#m,F#m,B,A,B,E,G#m,C#m,G#m,F#m,B,A,B,E,F#m,A,B,E,F#m,A,B,F#m,A,E,A,C#m,A,C#m,A,B,A,B,C#m,A,C#m,A,B,A,B"
1082947,God Gave Me You,Blake Shelton,D,0,"G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,Em,G,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,Em,G,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,Em,G,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,Em,G,A,Bm,G,D,A,Bm,G,D,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,Em,G,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,D,Bm,A,G"
1083290,What Makes You Beautiful,One Direction,E,0,"E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B,E,A,B"
1083333,What Makes You Beautiful,One Direction,E,4,"C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,Am,G,C,F,G,C,F,G,C,F,G,C,F,Am,G,C,Am,G,C,F,G,C,F,G,C,F,Am,G,C,F,Am,G,C,F,G,C,F,Am,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,Am,G,C,F,G,C,F,G,C,F,G,C,F,Am,G,C,Am,G,C,F,G,C,F,G,C,F,Am,G,C,F,Am,G,C,F,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,F,G,F,Gsus4,F,G,Am,D,C,F,G,C,F,G,C,F,Am,G,C,F,Am,G,C,F,G,C,F,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,G"
1083423,What Makes You Beautiful,One Direction,"",2,"D,G,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,Bm,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,A,D,G,A,D,G,Bm,A,D,G,Bm,A,D,G,Bm,A"
1083872,Saiyyan,Kailash Kher,"",0,"C,F,Am,G,F,C,C,Em7,Am,G,Dm,C,Em7,G,F,Em,C,E,F,Em,C,G,G,C,C,F,Dm,C,C,F,C,C,F,C,Dm,F,C,Dm,F,C,Dm,F,C,Dm,F,C,C,F,C,C,F,Dm,C,F,Em,C,E,F,Em,C,G,G,C,C,F,Dm,C,C,F,C,C,F,C,Dm,F,C,Dm,F,C,Dm,F,C,Dm,F,C,C,F,C,C,F,Dm,C,C,F,Dm,C,F,F,F,F,Dm,C,F,F,Dm,C,Dm,C"
1083902,Video Games,Lana Del Rey,Em,2,"Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,Bm,C,D,Dsus4,D,C,G,F,Em,C,C,G,F,Em,C,Ebaug,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,Bm,C,D,Dsus4,D,C,G,F,Em,C,C,G,F,Em,C,Ebaug,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,D,C,G,F,Em,C,C,G,F,Em,C,Ebaug,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em,Em,G,Em,G,Bm,C,Em,G,Em,G,Bm,C,Em"
1084070,Jar Of Hearts,Boyce Avenue,"",5,"Am,C,G,Dm,Am,C,G,Dm,Dm,F,Am,G,Dm,F,G,C,G,Am,F,Fm,C,G,Am,F,Fm,C,Am,C,G,Dm,Am,C,G,Dm,Dm,F,Am,G,Dm,F,G,C,G,Am,F,Fm,C,G,Am,F,Fm,C,D5,A/C#,C5,Am,E/G#,D,Am,E/G#,D,Am,E/G#,D,Am,E/G#,D,F,E,C,G,Am,F,Fm,C,G,Am,F,Fm,C,Fm,C,Fm,C,Fm,C"
1084205,Happy Birthday,Misc Traditional,Db,1,"C,G7,G7,C,C,F,C,G7,C"
1085554,Chasing Pavements,Adele,Eb,3,"G,Am,Em,Am,G,F,G,Am,Em,F,G,Am,F,G,Am,F,G,F,G,Am,Em,F,G,C,G,Am,Em,Am,G"
1085821,Lips Of An Angel,Hinder,"",0,"A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Cadd9,G,D,A,Cadd9,G,Bm,A,Em,F#m,G,Bm,A,G,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Cadd9,G,D,A,Cadd9,G,Bm,A,Em,F#m,G,F,C,D,D,A,Cadd9,G,D,A,Cadd9,G,Bm,A,Em,F#m,G,A,Bm,G,D,A,Bm,G,D"
1085947,If It Means A Lot To You,A Day to Remember,"",3,"Em,G,D,Em,G,D,Em,G,D,Em,G,D,C,D,Em,G,D,G,D,Em,C,G,D,Em,C,G,D,Em,G,D,Em,G,D,Em,G,D,Em,G,D,C,D,Em,G,D,C,D,Em,G,D,Em,C,G,D,Em,C,G,D,C,G,Em,D,C,G,Em,D,C,D,Em,G,D,C,D,Em,G,D,C,D,Em,G,D,C,D,Em,G,D,C,D,Em,G,D,C,D,Em"
1085977,Titanium,David Guetta,Eb,3,"C,Am,C,Am,C,Am,C,Am,C,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,F,G,Em,Am,F,G,Em,Am,C,Am,C,Am,C,Am,C,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,F,G,Em,Am,F,F,G,Em,Am,F,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,F,G,Em,Am,F,G,Em,Am,F"
1085979,Because He Lives,Misc Praise Songs,G,0,"G,C,G,D,D7,G,G7,C,G,D,G,G,G7,C,G,D,G,C,G,C,G,D,G,G,C,G,D,D7,G,G7,C,G,D,G,G,G7,C,G,D,G,C,G,C,G,D,G,E,A,D,A,E,E7,A,A7,D,A,E,A,A,A7,D,A,E,A,D,A,D,A,E,A,A,A7,D,A,E,A,D,A,D,A,E,A"
1086408,Heaven Knows Im Miserable Now,The Smiths,"",2,"Aadd9,Emaj7,Cmaj7,Bm7,Aadd9,A,B,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,A,B,Emaj7,A/C#,B,E,E/D#,E/C#,A/C#,B/D#,A/C#,B,E,E/D#,E/C#,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,Cmaj7,Bm7,A,A,B,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,A,B,Emaj7,A/C#,B,E,E/D#,E/C#,A/C#,B/D#,A/C#,B,E,E/D#,E/C#,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,C#m,F#m,A,B,Emaj7,Cmaj7,Bm7,A"
1086410,My Hero,Foo Fighters,E,0,"E,C#m,F#5,A,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,A,E,A,E,F#5,A,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,E,C#m,A,E,A,E,F#5,A,E,C#m,E,C#m,E,C#m,E,C#m,A,E,A,E,A,E,A,E,F#5,A"
1086954,Blowin In The Wind,Bob Dylan,D,0,"D,D,G,D,G,D,D,G,D,G,A,D,G,D,G,D,G,A,D,Bm,G,A,D,G,A,D,Bm,G,A,D,D,G,D,G,D,D,G,D,G,A,D,G,D,G,D,G,A,D,Bm,G,A,D,G,A,D,Bm,G,A,D,D,G,D,G,D,D,G,D,G,A,D,G,D,G,D,G,A,D,Bm,G,A,D,G,A,D,Bm,G,A,D"
1086982,Candle In The Wind,Elton John,D,2,"A,G,D,A,A7,D,G,D,G,D,G,D,G,A,A7,D,G,D,A,G,Bm,A,G,D,D,G,D,G,D,G,D,G,A,A7,D,G,D,A,G,Bm,A,G,D,D,G,D,G,D,G,D,G,A,A7,D,G,D,A,G,Bm,A,G,D,D,A,G,D"
